Year,Goal A (%),Goal B (%),Goal C (%),Goal D (%),Path_ID
2066,100.0,0.0,0.0,0.0,2
2067,100.0,0.0,0.0,0.0,2
2068,100.0,0.0,0.0,0.0,2
2069,100.0,0.0,0.0,0.0,2
2070,100.0,0.0,0.0,0.0,2
2071,100.0,0.0,0.0,0.0,2
2072,100.0,0.0,0.0,0.0,2
2073,100.0,0.0,0.0,0.0,2
2074,100.0,0.0,0.0,0.0,2
2075,0.0,0.0,0.0,0.0,2
